id,first_name,second_name,web_name,team,element_type,now_cost,selected_by_percent,transfers_in,transfers_out,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,value_form,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_name,position,price,is_corner_taker,is_freekick_taker,is_penalty_taker,is_set_piece_taker
215,Justin,Devenny,Devenny,8,3,50,0.0,132,432,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,Crystal Palace,MID,5.0,0,0,0,0
216,Romain,Esse,Esse,8,3,50,0.0,399,1471,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,MID,5.0,0,0,0,0
217,Matheus,França de Oliveira,M.França,8,3,49,0.0,933,1663,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,MID,4.9,0,0,0,0
218,Cheick,Doucouré,Doucouré,8,3,49,0.1,1066,2164,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,MID,4.9,0,0,0,0
219,Jesurun,Rak-Sakyi,J.Rak-Sakyi,8,3,50,0.0,82,183,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,MID,5.0,0,0,0,0
220,Rio,Cardines,Cardines,8,2,45,0.0,0,101,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,DEF,4.5,0,0,0,0
221,Joél,Drakes-Thomas,Drakes-Thomas,8,3,45,0.1,1172,1982,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,MID,4.5,0,0,0,0
222,Jørgen,Strand Larsen,Strand Larsen,8,4,60,0.5,7261,14672,3,1.5,89,0,0,0,3,0,0,0,0,16,6.2,3.8,21.0,3.2,1.5,0.2,0.5,,,,Crystal Palace,FWD,6.0,0,0,0,0
223,Jean-Philippe,Mateta,Mateta,8,4,64,2.7,25072,300493,2,2.0,62,0,0,0,2,0,0,0,0,-3,1.4,12.3,11.0,2.5,1.0,0.2,0.3,,,1.0,Crystal Palace,FWD,6.4,0,0,1,1
224,Eddie,Nketiah,Nketiah,8,4,55,0.5,12803,12642,3,1.5,122,0,0,0,5,0,0,0,0,20,13.0,35.1,31.0,7.9,1.5,0.3,0.5,,,,Crystal Palace,FWD,5.5,0,0,0,0
225,Christantus,Uche,Uche,8,4,50,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,FWD,5.0,0,0,0,0
241,Dwight,McNeil,McNeil,8,3,55,0.1,859,3783,3,1.5,84,0,0,0,3,0,0,0,0,13,10.0,5.0,2.0,1.7,1.5,0.3,0.5,,,,Crystal Palace,MID,5.5,0,0,0,0
555,Remi,Matthews,Matthews,8,1,40,1.8,12208,13602,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,GK,4.0,0,0,0,0
577,Takehiro,Tomiyasu,Tomiyasu,8,2,45,0.3,1925,5438,2,1.0,91,0,0,0,3,0,0,0,0,0,15.0,3.7,2.0,2.1,1.0,0.2,0.4,,,,Crystal Palace,DEF,4.5,0,0,0,0
588,Anan,Khalaili,Khalaili,8,2,50,0.1,3132,1947,3,1.5,109,0,0,0,3,1,0,0,0,21,50.4,28.0,7.0,8.6,1.5,0.3,0.6,,,,Crystal Palace,DEF,5.0,0,0,0,0
595,Zavier,Gozo,Gozo,8,3,50,0.0,232,362,1,1.0,22,0,0,0,1,0,0,0,0,3,1.4,1.3,0.0,0.3,0.5,0.1,0.2,,,,Crystal Palace,MID,5.0,0,0,0,0
633,Honest,Ahanor,Ahanor,8,2,45,0.0,115,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,DEF,4.5,0,0,0,0
643,Ben,Chilwell,Chilwell,8,2,45,0.0,429,42,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,DEF,4.5,0,0,0,0
644,Quinten,Timber,Timber,8,3,50,0.0,340,52,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,MID,5.0,0,0,0,0
647,Darío,Osorio,Osorio,8,3,55,0.0,325,31,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,MID,5.5,0,0,0,0
21,Christian,Nørgaard,Nørgaard,9,3,49,0.1,247,4735,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Everton,MID,4.9,0,0,0,0
209,Brennan,Johnson,Johnson,9,3,59,0.1,1377,5377,2,1.0,34,0,0,0,0,0,0,0,0,4,5.2,0.3,0.0,0.5,1.0,0.2,0.3,,,,Everton,MID,5.9,0,0,0,0
226,Jordan,Pickford,Pickford,9,1,55,8.7,112855,94451,10,5.0,180,0,0,1,1,0,0,8,0,56,63.4,0.0,0.0,6.4,5.0,0.9,1.8,,,,Everton,GK,5.5,0,0,0,0
227,Mark,Travers,Travers,9,1,50,0.0,539,874,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Everton,GK,5.0,0,0,0,0
228,Tom,King,King,9,1,45,0.0,491,814,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Everton,GK,4.5,0,0,0,0
229,James,Tarkowski,Tarkowski,9,2,60,10.6,226939,103604,18,9.0,180,1,0,1,1,0,0,0,2,52,70.0,12.1,23.0,10.5,9.0,1.5,3.0,,,,Everton,DEF,6.0,0,0,0,0
230,Jarrad,Branthwaite,Branthwaite,9,2,55,1.8,32617,25995,10,5.0,180,0,0,1,1,0,0,0,0,33,41.2,2.3,39.0,8.2,5.0,0.9,1.8,,,,Everton,DEF,5.5,0,0,0,0
231,Michael,Keane,Keane,9,2,49,1.1,5272,51733,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Everton,DEF,4.9,0,0,0,0
232,Jake,O'Brien,O'Brien,9,2,49,0.4,2232,14596,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Everton,DEF,4.9,0,0,0,0
233,Vitalii,Mykolenko,Mykolenko,9,2,45,1.7,55464,29582,10,5.0,180,0,0,1,1,0,0,0,0,34,49.6,14.8,2.0,6.7,5.0,1.1,2.2,,,,Everton,DEF,4.5,0,0,0,0
234,Nathan,Patterson,Patterson,9,2,45,0.0,371,995,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Everton,DEF,4.5,0,0,0,0
235,Adam,Aznou,Aznou,9,2,40,0.2,1728,4940,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Everton,DEF,4.0,0,0,0,0
236,Kiernan,Dewsbury-Hall,Dewsbury-Hall,9,3,65,4.3,180909,100721,13,6.5,180,1,0,1,1,0,0,0,3,64,62.2,80.6,36.0,17.9,6.5,1.0,2.0,2.0,,,Everton,MID,6.5,0,0,0,0
238,Jack,Grealish,Grealish,9,3,65,0.3,7978,6987,1,1.0,8,0,0,0,0,0,0,0,0,2,1.0,0.6,0.0,0.2,0.5,0.1,0.2,,,,Everton,MID,6.5,0,0,0,0
239,James,Garner,Garner,9,3,60,0.1,3624,4450,2,1.0,72,0,0,0,1,1,0,0,0,15,8.2,12.9,2.0,2.4,1.0,0.2,0.3,1.0,1.0,3.0,Everton,MID,6.0,1,1,0,1
242,Tyrique,George,George,9,3,55,0.3,3703,6198,5,2.5,144,0,0,1,1,0,0,0,0,25,13.0,35.6,41.0,8.9,2.5,0.5,0.9,,,,Everton,MID,5.5,0,0,0,0
243,Carlos,Alcaraz Durán,Alcaraz,9,3,50,0.1,1445,2735,1,0.5,5,0,0,0,0,1,0,0,0,5,5.0,0.8,25.0,2.7,0.5,0.1,0.2,,,,Everton,MID,5.0,0,0,0,0
244,Harrison,Armstrong,Armstrong,9,3,50,0.4,30634,10008,10,5.0,176,0,1,1,1,0,0,0,0,37,40.0,27.0,4.0,7.2,5.0,1.0,2.0,,,,Everton,MID,5.0,0,0,0,0
245,Tyler,Dibling,Dibling,9,3,54,0.0,508,1482,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Everton,MID,5.4,0,0,0,0
246,Merlin,Röhl,Röhl,9,3,50,0.1,996,1537,5,2.5,175,0,0,1,1,0,0,0,0,25,22.2,15.3,2.0,4.0,2.5,0.5,1.0,,,,Everton,MID,5.0,0,0,0,0
247,Hayden,Hackney,Hackney,9,3,55,0.2,1275,6330,4,2.0,106,0,0,1,0,0,0,0,0,19,16.4,13.6,7.0,3.7,2.0,0.4,0.7,3.0,,,Everton,MID,5.5,0,0,0,0
248,Norberto Bercique,Gomes Betuncal,Beto,9,4,54,1.7,16222,101679,2,1.0,31,0,0,0,0,0,0,0,0,5,3.0,0.3,5.0,0.8,1.0,0.2,0.4,,,4.0,Everton,FWD,5.4,0,0,0,0
249,Thierno,Barry,Barry,9,4,55,4.6,302886,94577,10,5.0,147,1,0,1,1,0,0,0,2,43,48.0,30.7,99.0,17.8,5.0,0.9,1.8,,,2.0,Everton,FWD,5.5,0,0,0,0
649,Ainsley,Maitland-Niles,Maitland-Niles,9,2,45,0.0,325,57,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Everton,DEF,4.5,0,0,0,0
250,Bernd,Leno,Leno,10,1,45,3.1,41734,32957,5,2.5,180,0,0,0,4,0,0,6,0,22,48.8,0.0,0.0,4.9,2.5,0.6,1.1,,,,Fulham,GK,4.5,0,0,0,0
251,Benjamin,Lecomte,Lecomte,10,1,40,1.2,6813,9755,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,GK,4.0,0,0,0,0
252,Alfie,McNally,McNally,10,1,40,0.2,2589,2746,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,GK,4.0,0,0,0,0
253,Joachim,Andersen,Andersen,10,2,50,0.1,6649,2431,1,1.0,90,0,0,0,1,1,0,0,0,4,17.8,12.9,2.0,3.3,0.5,0.1,0.2,,,,Fulham,DEF,5.0,0,0,0,0
254,Antonee,Robinson,Robinson,10,2,45,1.6,22031,23497,3,1.5,171,0,0,0,4,0,0,0,0,14,31.4,29.8,3.0,6.4,1.5,0.3,0.7,,,2.0,Fulham,DEF,4.5,0,0,0,0
255,Jorge,Cuenca Barreno,J.Cuenca,10,2,45,0.0,1189,804,3,3.0,90,0,0,0,3,0,0,0,0,7,32.8,21.3,0.0,5.4,1.5,0.3,0.7,,,,Fulham,DEF,4.5,0,0,0,0
256,Kenny,Tete,Tete,10,2,45,0.2,710,4554,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,DEF,4.5,0,0,0,0
257,Calvin,Bassey,Bassey,10,2,45,0.8,13115,12606,2,1.0,180,0,0,0,4,1,0,0,0,14,33.2,6.4,2.0,4.2,1.0,0.2,0.4,,,,Fulham,DEF,4.5,0,0,0,0
258,Timothy,Castagne,Castagne,10,2,45,0.9,44979,11024,12,6.0,157,0,2,1,3,1,0,0,0,39,38.0,28.5,23.0,8.9,6.0,1.3,2.7,,,,Fulham,DEF,4.5,0,0,0,0
261,Alex,Iwobi,Iwobi,10,3,55,0.9,11571,23004,4,2.0,180,0,0,0,4,0,0,0,0,37,24.4,46.8,2.0,7.4,2.0,0.4,0.7,1.0,1.0,3.0,Fulham,MID,5.5,1,1,0,1
262,Emile,Smith Rowe,Smith Rowe,10,3,55,0.3,2603,10060,1,1.0,14,0,0,0,0,0,0,0,0,5,5.2,22.8,7.0,3.5,0.5,0.1,0.2,,,,Fulham,MID,5.5,0,0,0,0
263,Kevin,Santos Lopes de Macedo,Kevin,10,3,54,0.0,822,1988,2,1.0,24,0,0,0,0,0,0,0,0,4,5.2,3.4,0.0,0.8,1.0,0.2,0.4,3.0,,,Fulham,MID,5.4,0,0,0,0
264,Oscar,Bobb,Bobb,10,3,55,0.3,8144,7973,5,2.5,133,0,0,1,3,0,0,0,0,18,16.8,26.2,12.0,5.5,2.5,0.5,0.9,2.0,,,Fulham,MID,5.5,0,0,0,0
265,Sander,Berge,Berge,10,3,50,0.4,3002,7552,4,2.0,154,0,0,0,4,0,0,0,0,28,19.6,51.0,9.0,8.0,2.0,0.4,0.8,,,,Fulham,MID,5.0,0,0,0,0
266,Tom,Cairney,Cairney,10,3,50,0.0,28,184,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,MID,5.0,0,0,0,0
268,Josh,King,King,10,3,55,0.7,51923,14892,9,4.5,180,1,0,0,4,0,0,0,0,42,52.2,20.1,62.0,13.4,4.5,0.8,1.6,,,,Fulham,MID,5.5,0,0,0,0
269,Ryan,Sessegnon,Sessegnon,10,2,45,0.4,1667,6777,2,1.0,39,0,0,0,1,0,0,0,0,10,15.2,11.5,27.0,5.4,1.0,0.2,0.4,,,,Fulham,DEF,4.5,0,0,0,0
270,Harrison,Reed,Reed,10,3,45,1.3,12350,30130,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,MID,4.5,0,0,0,0
271,Rodrigo,Muniz Carvalho,Muniz,10,4,55,0.5,6382,16070,1,1.0,8,0,0,0,0,0,0,0,0,6,6.0,11.5,7.0,2.5,0.5,0.1,0.2,,,,Fulham,FWD,5.5,0,0,0,0
272,Jonah,Kusi-Asare,Kusi-Asare,10,4,45,6.7,74188,102264,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,FWD,4.5,0,0,0,0
569,Gonzalo,García,Gonzalo,10,4,60,4.6,260462,79884,8,4.0,180,1,0,0,4,0,0,0,0,35,42.8,7.1,64.0,11.4,4.0,0.7,1.3,,,1.0,Fulham,FWD,6.0,0,0,1,1
570,César,Palacios,Palacios,10,3,55,0.2,1681,4522,3,1.5,147,0,0,0,4,1,0,0,0,16,5.8,8.6,11.0,2.5,1.5,0.3,0.5,,,,Fulham,MID,5.5,0,0,0,0
580,Shea,Charles,Charles,10,3,50,0.1,643,1804,2,1.0,45,0,0,0,1,0,0,0,0,7,4.0,4.1,6.0,1.4,1.0,0.2,0.4,,,,Fulham,MID,5.0,0,0,0,0
610,Luc,De Fougerolles,De Fougerolles,10,2,40,0.1,5122,2131,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,DEF,4.0,0,0,0,0
626,Macauley,Zepa,Zepa,10,3,45,0.3,17890,3866,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,MID,4.5,0,0,0,0
635,Hugo,Larsson,Larsson,10,3,50,0.0,189,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,MID,5.0,0,0,0,0
636,Manuel Ángel,Morán Ibáñez,Ángel,10,3,50,0.0,65,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,MID,5.0,0,0,0,0
650,David,Affengruber,Affengruber,10,2,45,0.0,115,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,DEF,4.5,0,0,0,0
240,Tim,Iroegbunam,Iroegbunam,11,3,50,0.0,242,496,1,1.0,4,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.5,0.1,0.2,,,,Hull City,MID,5.0,0,0,0,0
273,Dillon,Phillips,Phillips,11,1,40,1.5,10460,15912,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,GK,4.0,0,0,0,0
274,Jack,Butland,Butland,11,1,45,0.1,264,3028,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,GK,4.5,0,0,0,0
275,Harvey,Cartwright,Cartwright,11,1,40,0.0,0,187,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,GK,4.0,0,0,0,0
276,Thimothée,Lo-Tutala,Lo-Tutala,11,1,40,0.0,0,623,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,GK,4.0,0,0,0,0
277,John,Egan,Egan,11,2,40,4.9,301597,53267,17,8.5,180,0,0,2,0,0,0,0,1,52,67.2,0.5,2.0,7.0,8.5,2.1,4.2,,,,Hull City,DEF,4.0,0,0,0,0
278,Charlie,Hughes,Hughes,11,2,40,0.1,197,3865,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,DEF,4.0,0,0,0,0
279,Semi,Ajayi,Ajayi,11,2,41,8.8,597632,63492,20,10.0,153,1,0,2,0,0,0,0,2,63,59.8,1.0,35.0,9.5,10.0,2.4,4.9,,,,Hull City,DEF,4.1,0,0,0,0
280,Lewie,Coyle,Coyle,11,2,40,0.5,3935,13000,6,3.0,114,0,0,1,0,1,0,0,0,25,10.4,11.6,0.0,2.2,3.0,0.8,1.5,,,,Hull City,DEF,4.0,0,0,0,0
281,Cody,Drameh,Drameh,11,2,40,0.1,2118,1672,2,1.0,65,0,0,0,0,0,0,0,0,8,6.4,0.4,1.0,0.8,1.0,0.2,0.5,,,,Hull City,DEF,4.0,0,0,0,0
282,Ryan,Giles,Giles,11,2,40,1.1,33888,10750,12,6.0,174,0,0,2,0,0,0,0,0,45,23.4,33.8,6.0,6.4,6.0,1.5,3.0,1.0,1.0,,Hull City,DEF,4.0,1,1,0,1
283,Matty,Jacob,Jacob,11,2,40,0.0,114,399,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,DEF,4.0,0,0,0,0
284,Cathal,McCarthy,McCarthy,11,2,40,0.1,1908,1999,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,DEF,4.0,0,0,0,0
285,Paddy,McNair,McNair,11,2,40,0.1,1449,1959,1,1.0,26,0,0,0,0,0,0,0,0,3,4.2,0.0,0.0,0.4,0.5,0.1,0.2,,,,Hull City,DEF,4.0,0,0,0,0
286,Mohamed,Belloumi,Belloumi,11,3,50,0.8,36085,12293,9,4.5,172,0,1,2,0,0,0,0,0,31,33.8,14.3,18.0,6.6,4.5,0.9,1.8,3.0,2.0,,Hull City,MID,5.0,0,0,0,0
287,Liam,Millar,Millar,11,3,50,0.1,3178,2918,6,3.0,50,1,0,0,0,1,0,0,0,26,36.0,1.1,15.0,5.2,3.0,0.6,1.2,,,,Hull City,MID,5.0,0,0,0,0
288,Kieran,Dowell,Dowell,11,3,45,0.4,6663,9185,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,4.5,0,0,0,0
289,Matt,Crooks,Crooks,11,3,45,0.6,12796,18226,2,2.0,90,0,0,1,0,1,0,0,0,9,19.0,2.4,0.0,2.1,1.0,0.2,0.4,,,,Hull City,MID,4.5,0,0,0,0
290,Regan,Slater,Slater,11,3,45,4.8,218454,75190,8,4.0,180,0,1,2,0,1,0,0,0,26,28.2,22.1,2.0,5.3,4.0,0.9,1.8,2.0,,,Hull City,MID,4.5,0,0,0,0
291,Eliot,Matazo,Matazo,11,3,45,0.0,146,202,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,4.5,0,0,0,0
292,Abdülkadir,Ömür,Ömür,11,3,49,0.0,414,786,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,4.9,0,0,0,0
293,Abu,Kamara,Kamara,11,3,50,0.0,0,285,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,5.0,0,0,0,0
294,Óscar,Zambrano,Zambrano,11,3,45,0.1,1081,3846,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,4.5,0,0,0,0
295,Oli,McBurnie,McBurnie,11,4,55,2.1,116489,55724,6,3.0,180,0,1,2,0,1,0,0,0,28,18.0,34.4,60.0,11.2,3.0,0.5,1.1,,,1.0,Hull City,FWD,5.5,0,0,1,1
296,David,Akintola,Akintola,11,3,50,0.0,2038,2100,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,5.0,0,0,0,0
297,Darko,Gyabi,Gyabi,11,3,45,0.0,168,901,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,4.5,0,0,0,0
298,Enis,Destan,Destan,11,4,45,0.3,0,13801,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,FWD,4.5,0,0,0,0
299,Mason,Burstow,Burstow,11,4,45,0.0,0,1917,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,FWD,4.5,0,0,0,0
340,Joe,Gelhardt,Gelhardt,11,3,50,0.0,101,481,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,5.0,0,0,0,0
556,Matt,Targett,Targett,11,2,40,2.1,14304,34869,1,1.0,5,0,0,0,0,0,0,0,0,3,0.4,0.0,0.0,0.0,0.5,0.1,0.2,,,,Hull City,DEF,4.0,0,0,0,0
563,Hidemasa,Morita,Morita,11,3,50,0.0,469,591,1,1.0,45,0,0,0,0,0,0,0,0,6,11.0,13.4,0.0,2.4,0.5,0.1,0.2,,,,Hull City,MID,5.0,0,0,0,0
572,Konstantinos,Tzolakis,Tzolakis,11,1,46,7.5,408913,54312,20,10.0,180,0,0,2,0,0,0,8,6,73,60.8,0.0,0.0,6.1,10.0,2.2,4.3,,,,Hull City,GK,4.6,0,0,0,0
574,Jens,Hjertø-Dahl,Hjertø-Dahl,11,3,50,0.1,600,2169,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,5.0,0,0,0,0
576,Elliot,Stroud,Stroud,11,3,50,0.1,2078,1912,3,1.5,128,0,0,1,0,1,0,0,0,9,8.4,9.1,7.0,2.2,1.5,0.3,0.6,,,,Hull City,MID,5.0,0,0,0,0
585,Lucas,Herrington,Herrington,11,2,40,0.6,5745,7783,2,1.0,57,0,0,0,0,0,0,0,0,7,11.0,0.2,0.0,1.1,1.0,0.2,0.5,,,,Hull City,DEF,4.0,0,0,0,0
586,Nobel,Mendy,Mendy,11,2,40,5.6,318608,75923,16,8.0,121,1,0,1,0,0,0,0,1,44,79.4,0.6,40.0,12.0,8.0,2.0,4.0,,,,Hull City,DEF,4.0,0,0,0,0
589,Lucas,Gourna-Douath,Gourna-Douath,11,3,50,0.0,320,599,1,1.0,45,0,0,0,0,0,0,0,0,6,12.8,0.9,0.0,1.4,0.5,0.1,0.2,,,,Hull City,MID,5.0,0,0,0,0
617,Mohamed-Ali,Cho,Cho,11,3,50,0.0,633,167,1,1.0,7,0,0,0,0,0,0,0,0,3,0.4,0.3,0.0,0.1,1.0,0.2,0.2,,,,Hull City,MID,5.0,0,0,0,0
632,Ilyas,Ansah,Ansah,11,4,50,0.0,1147,102,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,FWD,5.0,0,0,0,0
637,Robinio,Vaz,Vaz,11,4,50,0.0,837,109,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,FWD,5.0,0,0,0,0
638,Brooke,Norton-Cuffy,Norton-Cuffy,11,2,40,0.1,3346,370,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,DEF,4.0,0,0,0,0
642,Sorba,Thomas,Thomas,11,3,55,0.0,269,23,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,5.5,0,0,0,0
645,Christos,Mouzakitis,Mouzakitis,11,3,50,0.0,144,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Hull City,MID,5.0,0,0,0,0
259,Issa,Diop,Diop,12,2,40,15.7,62023,168046,4,2.0,180,0,0,0,6,0,0,0,0,14,48.0,1.1,2.0,5.1,2.0,0.5,1.0,,,,Ipswich Town,DEF,4.0,0,0,0,0
267,Saša,Lukić,Lukić,12,3,50,0.1,1833,2764,6,3.0,162,0,1,0,5,1,0,0,0,33,40.8,26.7,4.0,7.1,3.0,0.6,1.2,4.0,,,Ipswich Town,MID,5.0,0,0,0,0
300,Christian,Walton,Walton,12,1,45,0.4,499,8168,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,GK,4.5,0,0,0,0
301,Alex,Palmer,Palmer,12,1,40,4.3,29734,41608,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,GK,4.0,0,0,0,0
302,David,Button,Button,12,1,40,0.5,7798,4805,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,GK,4.0,0,0,0,0
303,Cédric,Kipré,Kipré,12,2,40,0.6,840,9201,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,DEF,4.0,0,0,0,0
304,Dara,O'Shea,O'Shea,12,2,40,3.3,33094,40892,4,2.0,180,0,0,0,6,0,0,0,0,2,48.0,25.3,11.0,8.4,2.0,0.5,1.0,,,,Ipswich Town,DEF,4.0,0,0,0,0
305,Leif,Davis,Davis,12,2,40,5.1,56736,52711,8,4.0,180,1,0,0,6,0,0,0,0,11,62.2,17.0,50.0,13.0,4.0,1.0,2.0,2.0,2.0,,Ipswich Town,DEF,4.0,0,0,0,0
